ATS System Code,Location Code,Location Name,BEDS Number,Managed By Name,Location Type Description,Location Category Description,Grades,Grades Final,Open Date,Status Description,Building Code,Primary Address,City,State Code,Zip,Principal Name,Principal Title,Principal Phone Number,Fax Number,Geographical District Code,Administrative District Code,Administrative District Location Code,Administrative District Name,Superintendent,Community School Sup Name,Cluster Name,Cluster Location Code,Cluster Leader Name,Cluster Leader Title,Cluster Leader Phone,Network Location Code,Network Name,Network Leader,Network Leader Phone,SATIF Code,SATIF Superintendent,HighSchool Network Location Code,HighSchool Network Name,HighSchool Network Superintendent,Operational Network Location Code,Operational Network Name,Operational Network Manager Name,Operational Network Manager Phone,boroughCode,borough,streetAddress,postalCode,title,entityTitle,addressLocality,latitude,longitude,loc,@context,@type,@id
04M050,M050,P.S. 050 Vito Marcantonio,310400010050,DOE,General Academic,K-8,"01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",Jul 1 1975,Open,M050,433 EAST 100 STREET,MANHATTAN,NY,10029,Cynthia Rochez,PRINCIPAL,212-860-5976,212-860-6071,4,4,M804,COMMUNITY SCHOOL DISTRICT 04,"CORTAZZO, LUZ","CORTAZZO, LUZ",Cluster 05 (CEI-PEA),CL53,"MALDONADO, DEBRA",Cluster Leader,718-935-2480,N536,CHILDREN FIRST NETWORK 536,"BEIRNE, GERARD",718-642-5799,AF38,,,,,W536,Operational Network 536,,,M,Manhattan,433 East 100th Street,10029,P.S. 050 Vito Marcantonio,p_s_050_vito_marcantonio,Manhattan,40.7850936,-73.9410864,"[-73.9410864,40.7850936]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/p_s_050_vito_marcantonio
04M057,M057,James Weldon Johnson,310400010057,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",Jul 1 1964,Open,M057,176 EAST 115 STREET,MANHATTAN,NY,10029,Lorraine Hasty,I.A. PRINCIPAL,212-860-5812,212-860-6072,4,4,M804,COMMUNITY SCHOOL DISTRICT 04,"CORTAZZO, LUZ","CORTAZZO, LUZ",Cluster 04,CL04,"GROLL, CHRISTOP",Cluster Leader,917-822-9756,N408,CHILDREN FIRST NETWORK 408,"YOUNG, LUCIUS",212-356-3851,AF07,,,,,W408,Operational Network 408,"YOUNG, LUCIUS",212-356-3851,M,Manhattan,176 East 115th Street,10029,James Weldon Johnson,james_weldon_johnson,Manhattan,40.797207,-73.941605,"[-73.941605,40.797207]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/james_weldon_johnson
04M072,M072,The Lexington Academy,310400010072,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1924,Open,M072,131 EAST 104 STREET,MANHATTAN,NY,10029,Antonio Hernandez,PRINCIPAL,212-860-5831,212-860-6094,4,4,M804,COMMUNITY SCHOOL DISTRICT 04,"CORTAZZO, LUZ","CORTAZZO, LUZ",Cluster 04,CL04,"GROLL, CHRISTOP",Cluster Leader,917-822-9756,N408,CHILDREN FIRST NETWORK 408,"YOUNG, LUCIUS",212-356-3851,AF07,,,,,W408,Operational Network 408,"YOUNG, LUCIUS",212-356-3851,M,Manhattan,131 East 104th Street,10029,The Lexington Academy,the_lexington_academy,Manhattan,40.7911042,-73.9475753,"[-73.9475753,40.7911042]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/the_lexington_academy
04M083,M083,P.S. 083 Luis Munoz Rivera,310400010083,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1964,Open,M083,219 EAST 109 STREET,MANHATTAN,NY,10029,FRANCES CASTILLO,PRINCIPAL,212-860-5847,212-860-6073,4,4,M804,COMMUNITY SCHOOL DISTRICT 04,"CORTAZZO, LUZ","CORTAZZO, LUZ",Cluster 04,CL04,"GROLL, CHRISTOP",Cluster Leader,917-822-9756,N408,CHILDREN FIRST NETWORK 408,"YOUNG, LUCIUS",212-356-3851,AF07,,,,,W408,Operational Network 408,"YOUNG, LUCIUS",212-356-3851,M,Manhattan,219 East 109th Street,10029,P.S. 083 Luis Munoz Rivera,p_s_083_luis_munoz_rivera,Manhattan,40.792989,-73.942009,"[-73.942009,40.792989]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/p_s_083_luis_munoz_rivera
04M096,M096,P.S. 096 Joseph Lanzetta,310400010096,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",Jul 1 1964,Open,M096,216 EAST 120 STREET,MANHATTAN,NY,10035,Betty Lugo,PRINCIPAL,212-860-5851,212-860-6074,4,4,M804,COMMUNITY SCHOOL DISTRICT 04,"CORTAZZO, LUZ","CORTAZZO, LUZ",Cluster 04,CL04,"GROLL, CHRISTOP",Cluster Leader,917-822-9756,N408,CHILDREN FIRST NETWORK 408,"YOUNG, LUCIUS",212-356-3851,AF07,,,,,W408,Operational Network 408,"YOUNG, LUCIUS",212-356-3851,M,Manhattan,216 East 120th Street,10035,P.S. 096 Joseph Lanzetta,p_s_096_joseph_lanzetta,Manhattan,40.8002341,-73.9375229,"[-73.9375229,40.8002341]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/p_s_096_joseph_lanzetta
04M102,M102,P.S. 102 Jacques Cartier,310400010102,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1914,Open,M102,315 EAST 113 STREET,MANHATTAN,NY,10029,SANDRA GITTENS,PRINCIPAL,212-860-5834,212-860-6076,4,4,M804,COMMUNITY SCHOOL DISTRICT 04,"CORTAZZO, LUZ","CORTAZZO, LUZ",Cluster 06,CL06,"Ruiz, Jose",Cluster Leader,718-828-7776,N607,CHILDREN FIRST NETWORK 607,"Myers, Elmer",718-828-5980,AF61,,,,,W607,Operational Network 607,"Myers, Elmer",718-828-5980,M,Manhattan,315 East 113th Street,10029,P.S. 102 Jacques Cartier,p_s_102_jacques_cartier,Manhattan,40.7949496,-73.9388452,"[-73.9388452,40.7949496]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/p_s_102_jacques_cartier
04M108,M108,P.S. 108 Assemblyman Angelo Del Toro Educational Complex,310400010108,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",Jul 1 1952,Open,M108,1615 MADISON AVENUE,MANHATTAN,NY,10029,Gryssele Machicote,PRINCIPAL,212-860-5803,212-860-6095,4,4,M804,COMMUNITY SCHOOL DISTRICT 04,"CORTAZZO, LUZ","CORTAZZO, LUZ",Cluster 04,CL04,"GROLL, CHRISTOP",Cluster Leader,917-822-9756,N408,CHILDREN FIRST NETWORK 408,"YOUNG, LUCIUS",212-356-3851,AF07,,,,,W408,Operational Network 408,"YOUNG, LUCIUS",212-356-3851,M,Manhattan,1615 Madison Avenue,10029,P.S. 108 Assemblyman Angelo Del Toro Educational Complex,p_s_108_assemblyman_angelo_del_toro_educational_complex,Manhattan,40.7949467,-73.9484299,"[-73.9484299,40.7949467]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/p_s_108_assemblyman_angelo_del_toro_educational_complex
04M112,M112,P.S. 112 Jose Celso Barbosa,310400010112,DOE,General Academic,Early Childhood,"0K,01,02,SE","PK,0K,01,02",Jul 1 1968,Open,M112,535 EAST 119 STREET,MANHATTAN,NY,10035,EILEEN REITER,PRINCIPAL,212-860-5868,212-860-6077,4,4,M804,COMMUNITY SCHOOL DISTRICT 04,"CORTAZZO, LUZ","CORTAZZO, LUZ",Cluster 02,CL02,"ZAHARAKIS, DESPINA",Cluster Leader,718-281-3272,N203,CHILDREN FIRST NETWORK 203,"Feigelson, Daniel",212-356-3875,AF27,,,,,W203,Operational Network 203,"Feigelson, Daniel",212-356-3875,M,Manhattan,535 East 119th Street,10035,P.S. 112 Jose Celso Barbosa,p_s_112_jose_celso_barbosa,Manhattan,40.796871,-73.93052999999999,"[-73.93052999999999,40.796871]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/p_s_112_jose_celso_barbosa
04M146,M146,P.S. 146 Ann M. Short,310400010146,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1965,Open,M146,421 EAST 106 STREET,MANHATTAN,NY,10029,MONA SILFEN,PRINCIPAL,212-860-5877,212-860-6078,4,4,M804,COMMUNITY SCHOOL DISTRICT 04,"CORTAZZO, LUZ","CORTAZZO, LUZ",Cluster 06,CL06,"Ruiz, Jose",Cluster Leader,718-828-7776,N607,CHILDREN FIRST NETWORK 607,"Myers, Elmer",718-828-5980,AF27,,,,,W607,Operational Network 607,"Myers, Elmer",718-828-5980,M,Manhattan,421 East 106th Street,10029,P.S. 146 Ann M. Short,p_s_146_ann_m_short,Manhattan,40.789534,-73.938732,"[-73.938732,40.789534]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/p_s_146_ann_m_short
04M155,M155,P.S. 155 William Paca,310400010155,DOE,General Academic,Elementary,"0K,01,02,03,04,05,06,SE","PK,0K,01,02,03,04,05",Jul 1 1961,Open,M155,319 EAST 117 STREET,MANHATTAN,NY,10035,LILLIAN RAIMUNDI ORTIZ,PRINCIPAL,212-860-5885,212-860-5856,4,4,M804,COMMUNITY SCHOOL DISTRICT 04,"CORTAZZO, LUZ","CORTAZZO, LUZ",Cluster 06,CL06,"Ruiz, Jose",Cluster Leader,718-828-7776,N607,CHILDREN FIRST NETWORK 607,"Myers, Elmer",718-828-5980,AF61,,,,,W607,Operational Network 607,"Myers, Elmer",718-828-5980,M,Manhattan,319 East 117th Street,10035,P.S. 155 William Paca,p_s_155_william_paca,Manhattan,40.797231,-73.9360173,"[-73.9360173,40.797231]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/p_s_155_william_paca
04M171,M171,P.S. 171 Patrick Henry,310400010171,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",Jul 1 1900,Open,M171,19 EAST 103 STREET,MANHATTAN,NY,10029,DIMITRES PANTELIDIS,PRINCIPAL,212-860-5801,212-860-6079,4,4,M804,COMMUNITY SCHOOL DISTRICT 04,"CORTAZZO, LUZ","CORTAZZO, LUZ",Cluster 05 (CEI-PEA),CL53,"MALDONADO, DEBRA",Cluster Leader,718-935-2480,N532,CHILDREN FIRST NETWORK 532,"COLAVITO, WILLIAM/SOCCODATO, BENJAMIN",917-521-3763,AF07,,,,,W532,Operational Network 532,"COLAVITO, WILLIAM/SOCCODATO, BENJAMIN",917-521-3763,M,Manhattan,19 East 103rd Street,10029,P.S. 171 Patrick Henry,p_s_171_patrick_henry,Manhattan,40.792294,-73.95143399999999,"[-73.95143399999999,40.792294]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/p_s_171_patrick_henry
04M182,M182,The Bilingual Bicultural School,310400010182,DOE,General Academic,Elementary,"0K,01,02,03,04,05","0K,01,02,03,04,05",Jul 1 2000,Open,M083,219 EAST 109 STREET,MANHATTAN,NY,10029,ANDREA HERNANDEZ,PRINCIPAL,212-860-6031,212-860-4536,4,4,M804,COMMUNITY SCHOOL DISTRICT 04,"CORTAZZO, LUZ","CORTAZZO, LUZ",Cluster 04,CL04,"GROLL, CHRISTOP",Cluster Leader,917-822-9756,N408,CHILDREN FIRST NETWORK 408,"YOUNG, LUCIUS",212-356-3851,AF07,,,,,W408,Operational Network 408,"YOUNG, LUCIUS",212-356-3851,M,Manhattan,219 East 109th Street,10029,The Bilingual Bicultural School,the_bilingual_bicultural_school,Manhattan,40.792989,-73.942009,"[-73.942009,40.792989]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/the_bilingual_bicultural_school
04M206,M206,P.S. 206 Jose Celso Barbosa,310400010206,DOE,General Academic,Elementary,"03,04,05,06,07,08,SE","03,04,05",Jul 1 1968,Open,M206,508 EAST 120 STREET,MANHATTAN,NY,10035,CAMILLE FORBES,PRINCIPAL,212-860-5809,212-860-6080,4,4,M804,COMMUNITY SCHOOL DISTRICT 04,"CORTAZZO, LUZ","CORTAZZO, LUZ",Cluster 04,CL04,"GROLL, CHRISTOP",Cluster Leader,917-822-9756,N408,CHILDREN FIRST NETWORK 408,"YOUNG, LUCIUS",212-356-3851,AF27,,,,,W408,Operational Network 408,"YOUNG, LUCIUS",212-356-3851,M,Manhattan,508 East 120th Street,10035,P.S. 206 Jose Celso Barbosa,p_s_206_jose_celso_barbosa,Manhattan,40.7975806,-73.931156,"[-73.931156,40.7975806]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/p_s_206_jose_celso_barbosa
04M224,M224,M.S. 224 Manhattan East School for Arts & Academics,310400010224,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2000,Open,M099,410 EAST 100 STREET,MANHATTAN,NY,10029,Liliana Sarro,PRINCIPAL,212-860-6047,212-410-0678,4,4,M804,COMMUNITY SCHOOL DISTRICT 04,"CORTAZZO, LUZ","CORTAZZO, LUZ",Cluster 05 (CEI-PEA),CL53,"MALDONADO, DEBRA",Cluster Leader,718-935-2480,N534,CHILDREN FIRST NETWORK 534,"COLAVITO, WILLIAM/WAXMAN, BENJAMIN",917-344-9369,AF57,,,,,W534,Operational Network 534,"COLAVITO, WILLIAM/WAXMAN, BENJAMIN",917-344-9369,M,Manhattan,410 East 100th Street,10029,M.S. 224 Manhattan East School for Arts & Academics,m_s_224_manhattan_east_school_for_arts_academics,Manhattan,40.78509200000001,-73.94214699999999,"[-73.94214699999999,40.78509200000001]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/m_s_224_manhattan_east_school_for_arts_academics
04M372,M372,ESPERANZA PREPARATORY ACADEMY,310400010372,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,09,SE","06,07,08,09,10,11,12",Jul 1 2008,Open,M117,240 EAST 109 STREET,MANHATTAN,NY,10029,Alexandra Estrella,PRINCIPAL,212-722-6507,212-722-6717,4,4,M804,COMMUNITY SCHOOL DISTRICT 04,"CORTAZZO, LUZ","CORTAZZO, LUZ",Cluster 05 (CUNY),CL52,"MALDONADO, DEBRA",Cluster Leader,718-935-2480,N521,CHILDREN FIRST NETWORK 521,"Sanchez, Dennis/Conrad, Cass",646-344-7236,AF38,,,,,W511,Operational Network 511,"IZQUIERDO, JORGE",212-330-9567,M,Manhattan,240 East 109th Street,10029,ESPERANZA PREPARATORY ACADEMY,esperanza_preparatory_academy,Manhattan,40.7926928,-73.941688,"[-73.941688,40.7926928]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/esperanza_preparatory_academy
04M375,M375,Mosaic Preparatory Academy,310400010375,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 2008,Open,M101,141 EAST 111 STREET,MANHATTAN,NY,10029,LISETTE CAESAR,PRINCIPAL,212-722-3109,212-722-3167,4,4,M804,COMMUNITY SCHOOL DISTRICT 04,"CORTAZZO, LUZ","CORTAZZO, LUZ",Cluster 06,CL06,"Ruiz, Jose",Cluster Leader,718-828-7776,N606,CHILDREN FIRST NETWORK 606,"Palazzo, Petrina",718-828-4638,AF24,,,,,W606,Operational Network 606,"Palazzo, Petrina",718-828-4638,M,Manhattan,141 East 111th Street,10029,Mosaic Preparatory Academy,mosaic_preparatory_academy,Manhattan,40.795535,-73.9441322,"[-73.9441322,40.795535]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/mosaic_preparatory_academy
04M377,M377,Renaissance School of the Arts,310400010377,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2008,Open,M155,319 EAST 117 STREET,MANHATTAN,NY,10035,TAMMY PATE,PRINCIPAL,212-534-6072,212-534-7418,4,4,M804,COMMUNITY SCHOOL DISTRICT 04,"CORTAZZO, LUZ","CORTAZZO, LUZ",Cluster 05 (CEI-PEA),CL53,"MALDONADO, DEBRA",Cluster Leader,718-935-2480,N536,CHILDREN FIRST NETWORK 536,"BEIRNE, GERARD",718-642-5799,AF57,,,,,W536,Operational Network 536,,,M,Manhattan,319 East 117th Street,10035,Renaissance School of the Arts,renaissance_school_of_the_arts,Manhattan,40.797231,-73.9360173,"[-73.9360173,40.797231]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/renaissance_school_of_the_arts
04M381,M381,Global Neighborhood Secondary School,310400011381,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08,09,10,11,12",Jul 1 2008,Open,M117,240 EAST 109 STREET,MANHATTAN,NY,10029,LUIS GENAO,PRINCIPAL,212-289-4204,212-289-4301,4,4,M804,COMMUNITY SCHOOL DISTRICT 04,"CORTAZZO, LUZ","CORTAZZO, LUZ",Cluster 05 (AED),CL51,"MALDONADO, DEBRA",Cluster Leader,718-935-2480,N511,CHILDREN FIRST NETWORK 511,"IZQUIERDO, JORGE",212-330-9567,AF38,,,,,W511,Operational Network 511,"IZQUIERDO, JORGE",212-330-9567,M,Manhattan,240 East 109th Street,10029,Global Neighborhood Secondary School,global_neighborhood_secondary_school,Manhattan,40.7926928,-73.941688,"[-73.941688,40.7926928]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/global_neighborhood_secondary_school
04M406,M406,GLOBAL TECHNOLOGY PREPARATORY,310400010406,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2009,Open,M007,160 EAST 120 STREET,MANHATTAN,NY,10035,CHRYSTINA RUSSELL,PRINCIPAL,212-722-1395,212-722-5864,4,4,M804,COMMUNITY SCHOOL DISTRICT 04,"CORTAZZO, LUZ","CORTAZZO, LUZ",Cluster 04,CL04,"GROLL, CHRISTOP",Cluster Leader,917-822-9756,N403,CHILDREN FIRST NETWORK 403,"GOOD, JOSHUA",917-521-3718,AF43,,,,,W403,Operational Network 403,"GOOD, JOSHUA",917-521-3718,M,Manhattan,160 East 120th Street,10035,GLOBAL TECHNOLOGY PREPARATORY,global_technology_preparatory,Manhattan,40.8010054,-73.9397245,"[-73.9397245,40.8010054]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/global_technology_preparatory
04M409,M409,Coalition School for Social Change,310400011409,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jun 5 1996,Open,M045,2351 1ST AVENUE,MANHATTAN,NY,10035,"Sullivan, John",PRINCIPAL,212-831-5153,212-831-5951,4,4,M804,COMMUNITY SCHOOL DISTRICT 04,"LODICO, ANTHONY",,Cluster 01,CL01,"KNECHT, DOUGLAS",Cluster Leader,718-923-5184,N112,CHILDREN FIRST NETWORK 112,"Rehfield, Kathy",718-935-3668,AF30,,HS03,HS Network 03,"LODICO, ANTHONY",W112,Operational Network 112,,,M,Manhattan,2351 1st Avenue,10035,Coalition School for Social Change,coalition_school_for_social_change,Manhattan,40.7993054,-73.9330255,"[-73.9330255,40.7993054]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/coalition_school_for_social_change
04M435,M435,Manhattan Center for Science and Mathematics,310400011435,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 1942,Open,M435,260 PLEASANT AVENUE,MANHATTAN,NY,10029,JOSE DAVID JIMENEZ,PRINCIPAL,212-876-4639,212-996-5946,4,4,M804,COMMUNITY SCHOOL DISTRICT 04,"LODICO, ANTHONY",,Cluster 05 (CEI-PEA),CL53,"MALDONADO, DEBRA",Cluster Leader,718-935-2480,N536,CHILDREN FIRST NETWORK 536,"BEIRNE, GERARD",718-642-5799,AF57,,HS03,HS Network 03,"LODICO, ANTHONY",W536,Operational Network 536,,,M,Manhattan,260 Pleasant Avenue,10029,Manhattan Center for Science and Mathematics,manhattan_center_for_science_and_mathematics,Manhattan,40.794172,-73.932852,"[-73.932852,40.794172]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/manhattan_center_for_science_and_mathematics
04M495,M495,Park East High School,310400011495,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 1928,Open,M495,230-34 EAST 105 STREET,MANHATTAN,NY,10029,KEVIN MCCARTHY,PRINCIPAL,212-831-1517,212-348-6097,4,4,M804,COMMUNITY SCHOOL DISTRICT 04,"LODICO, ANTHONY",,Cluster 04,CL04,"GROLL, CHRISTOP",Cluster Leader,917-822-9756,N404,CHILDREN FIRST NETWORK 404,"BIBBS, MALIKA",718-935-3824,AF26,,HS03,HS Network 03,"LODICO, ANTHONY",W404,Operational Network 404,"BIBBS, MALIKA",718-935-3824,M,Manhattan,230 East 105th Street,10029,Park East High School,park_east_high_school,Manhattan,40.7904077,-73.9440437,"[-73.9440437,40.7904077]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/park_east_high_school
04M497,M497,Central Park East I,310400010497,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1999,Open,M013,1573 MADISON AVENUE,MANHATTAN,NY,10029,Lindley Uehling,PRINCIPAL,212-860-5821,212-860-6017,4,4,M804,COMMUNITY SCHOOL DISTRICT 04,"CORTAZZO, LUZ","CORTAZZO, LUZ",Cluster 01,CL01,"KNECHT, DOUGLAS",Cluster Leader,718-923-5184,N102,CHILDREN FIRST NETWORK 102,"Sheehan, Alison",212-356-3891,,,,,,W102,Operational Network 102,"Sheehan, Alison",212-356-3891,M,Manhattan,1573 Madison Avenue,10029,Central Park East I,central_park_east_i,Manhattan,40.7936799,-73.9492164,"[-73.9492164,40.7936799]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/central_park_east_i
04M555,M555,Central Park East High School,310400011555,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jun 5 1996,Open,M013,1573 MADISON AVENUE,MANHATTAN,NY,10029,BENNETT LIEBERMAN,PRINCIPAL,212-860-5929,212-860-2938,4,4,M804,COMMUNITY SCHOOL DISTRICT 04,"LODICO, ANTHONY",,Cluster 05 (New Visions),CL56,"MALDONADO, DEBRA",Cluster Leader,718-935-2480,N561,CHILDREN FIRST NETWORK 561,"JONES, DEREK",646-486-8177,AF30,,HS03,HS Network 03,"LODICO, ANTHONY",W561,Operational Network 561,"Lurie, Amanda/JONES, DEREK",646-486-8177,M,Manhattan,1573 Madison Avenue,10029,Central Park East High School,central_park_east_high_school,Manhattan,40.7936799,-73.9492164,"[-73.9492164,40.7936799]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/central_park_east_high_school
04M610,M610,Young Women's Leadership School,310400011610,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",Jun 13 1997,Open,M895,105 EAST 106 STREET,MANHATTAN,NY,10029,ALTHEA BRADSHAW-TYSON,PRINCIPAL,212-289-7593,212-289-7728,4,4,M804,COMMUNITY SCHOOL DISTRICT 04,"LODICO, ANTHONY","LODICO, ANTHONY",Cluster 05 (New Visions),CL56,"MALDONADO, DEBRA",Cluster Leader,718-935-2480,N561,CHILDREN FIRST NETWORK 561,"JONES, DEREK",646-486-8177,AF10,,HS03,HS Network 03,"LODICO, ANTHONY",W561,Operational Network 561,"Lurie, Amanda/JONES, DEREK",646-486-8177,M,Manhattan,105 East 106th Street,10029,Young Women's Leadership School,young_women_s_leadership_school,Manhattan,40.7927728,-73.94713999999999,"[-73.94713999999999,40.7927728]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/young_women_s_leadership_school
04M635,M635,Academy of Environmental Science Secondary High School,310400011635,DOE,General Academic,Secondary School,"10,11,12,SE","09,10,11,12",Aug 4 1997,Open,M099,410 EAST 100 STREET,MANHATTAN,NY,10029,IRMA GARCEAU,PRINCIPAL,212-860-5854,212-860-6008,4,4,M804,COMMUNITY SCHOOL DISTRICT 04,"LODICO, ANTHONY","LODICO, ANTHONY",Cluster 06,CL06,"Ruiz, Jose",Cluster Leader,718-828-7776,N610,CHILDREN FIRST NETWORK 610,Steven Chernigoff,718-828-3159,AF23,,HS03,HS Network 03,"LODICO, ANTHONY",W610,Operational Network 610,,,M,Manhattan,410 East 100th Street,10029,Academy of Environmental Science Secondary High School,academy_of_environmental_science_secondary_high_school,Manhattan,40.78509200000001,-73.94214699999999,"[-73.94214699999999,40.78509200000001]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/academy_of_environmental_science_secondary_high_school
04M680,M680,"Heritage School, The",310400011680,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 1999,Open,M107,1680 LEXINGTON AVENUE,MANHATTAN,NY,10029,Dyanand Sugrim,PRINCIPAL,212-828-2858,212-828-2861,4,4,M804,COMMUNITY SCHOOL DISTRICT 04,"LODICO, ANTHONY",,Cluster 05 (New Visions),CL56,"MALDONADO, DEBRA",Cluster Leader,718-935-2480,N562,CHILDREN FIRST NETWORK 562,"Gambino, Barbara",212-645-5110,AF43,,HS03,HS Network 03,"LODICO, ANTHONY",W562,Operational Network 562,"Gambino, Barbara",212-645-5110,M,Manhattan,1680 Lexington Avenue,10029,"Heritage School, The",heritage_school_the,Manhattan,40.791964,-73.946878,"[-73.946878,40.791964]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/heritage_school_the
04M825,M825,Isaac Newton Middle School for Math & Science,310400010825,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08,SE",Jul 1 1999,Open,M435,260 PLEASANT AVENUE,MANHATTAN,NY,10029,LISA NELSON,PRINCIPAL,212-860-6006,212-987-4197,4,4,M804,COMMUNITY SCHOOL DISTRICT 04,"CORTAZZO, LUZ","CORTAZZO, LUZ",Cluster 01,CL01,"KNECHT, DOUGLAS",Cluster Leader,718-923-5184,N101,CHILDREN FIRST NETWORK 101,"COFIELD, MARINA",212-356-3899,AF20,,,,,W101,Operational Network 101,"COFIELD, MARINA",212-356-3899,M,Manhattan,260 Pleasant Avenue,10029,Isaac Newton Middle School for Math & Science,isaac_newton_middle_school_for_math_science,Manhattan,40.794172,-73.932852,"[-73.932852,40.794172]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/isaac_newton_middle_school_for_math_science
04M964,M964,Central Park East II,310400010964,DOE,General Academic,Elementary,"0K,01,02,03,04,05,06,SE","PK,0K,01,02,03,04,05",Jul 1 1999,Open,M171,19 EAST 103 STREET,MANHATTAN,NY,10029,NAOMI SMITH,PRINCIPAL,212-860-5992,212-410-6041,4,4,M804,COMMUNITY SCHOOL DISTRICT 04,"CORTAZZO, LUZ","CORTAZZO, LUZ",Cluster 01,CL01,"KNECHT, DOUGLAS",Cluster Leader,718-923-5184,N102,CHILDREN FIRST NETWORK 102,"Sheehan, Alison",212-356-3891,,,,,,W102,Operational Network 102,"Sheehan, Alison",212-356-3891,M,Manhattan,19 East 103rd Street,10029,Central Park East II,central_park_east_ii,Manhattan,40.792294,-73.95143399999999,"[-73.95143399999999,40.792294]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/central_park_east_ii
05M030,M030,P.S. 030 Hernandez/Hughes,310500010030,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1969,Open,M030,144-176 EAST 128 STREET,MANHATTAN,NY,10035,Teri Stinson,PRINCIPAL,212-876-1825,212-876-4034,5,5,M805,COMMUNITY SCHOOL DISTRICT 05,"REEVES, GALE","REEVES, GALE",Cluster 04,CL04,"GROLL, CHRISTOP",Cluster Leader,917-822-9756,N406,CHILDREN FIRST NETWORK 406,"LITRICO, SANDRA",718-935-4261,AF44,,,,,W406,Operational Network 406,"LITRICO, SANDRA",718-935-4261,M,Manhattan,144 East 128th Street,10035,P.S. 030 Hernandez/Hughes,p_s_030_hernandez_hughes,Manhattan,40.80565199999999,-73.93546599999999,"[-73.93546599999999,40.80565199999999]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/p_s_030_hernandez_hughes
